"id","credit","duration","total","scans","voidedScans","attemptsWoScan","modifiedQuantities","fraud"
5008,"High",664,40.33,17,3,1,4,0
5009,"Low",1536,58.76,1,0,2,3,0
5010,"High",1184,52.47,18,11,9,5,0
5011,"High",1475,42.02,21,3,1,3,0
5012,"Low",580,68.03,27,2,0,4,0
5013,"Low",1153,37.07,19,2,2,4,0
5014,"High",393,33.25,10,0,3,1,0
5015,"High",1171,92.47,22,8,1,1,0
5016,"Low",1090,10.87,15,7,9,0,0
5017,"Low",9,95,22,1,2,3,0
5018,"Low",318,36.49,23,4,0,2,0
5019,"High",1619,13.91,26,2,2,4,0
5020,"Low",201,2.62,10,8,6,4,0
5021,"High",424,85.05,7,11,8,0,0
5022,"Low",873,39.84,21,2,5,3,0
5023,"Low",128,6.64,14,11,8,3,0
5024,"High",910,55.16,18,9,3,2,0
5025,"Low",1311,36.35,28,3,2,2,1
5026,"Low",591,18.86,20,10,6,5,0
5027,"High",527,73.64,26,11,10,3,1
5028,"High",1013,56.35,19,5,5,4,0
5029,"Low",297,49.12,17,3,0,5,0
5030,"High",1651,26.81,13,1,7,5,0
5031,"Low",1607,26.55,6,0,7,3,0
5032,"High",1543,57.06,23,11,7,5,0
5033,"Low",763,92.34,2,0,7,1,0
5034,"Low",3,85.77,15,4,0,3,0
5035,"High",1611,89.31,23,2,0,3,0
5036,"Low",1297,10.8,21,1,8,2,0
5037,"Low",559,62.52,18,1,6,3,0
5038,"Low",39,8.82,18,3,2,0,0
5039,"High",323,11.55,17,2,10,2,0
5040,"Low",299,73.72,13,1,7,4,0
5041,"Low",1554,34.8,13,6,8,4,0
5042,"Low",1347,36.84,12,10,2,2,0
5043,"Low",244,85.22,12,0,5,1,0
5044,"Low",1658,92.28,6,1,0,1,0
5045,"High",783,56.06,7,1,6,1,0
5046,"High",643,3.06,29,0,4,1,0
5047,"High",907,98.22,2,11,1,3,0
5048,"High",1724,70.99,5,3,10,5,0
5049,"High",225,53.31,13,6,10,0,0
5050,"Low",1561,77.37,14,10,3,0,0
5051,"Low",866,4.43,11,0,1,4,0
5052,"High",1805,43.43,16,1,1,5,0
5053,"High",929,49.38,4,4,3,3,0
5054,"Low",538,74.45,6,0,8,5,0
5055,"Low",472,62.65,24,8,1,0,0
5056,"Low",164,84.16,28,2,3,2,0
5057,"Low",848,6.45,28,3,1,0,0
5058,"Low",955,22.99,13,2,10,5,0
5059,"High",599,73.97,1,7,7,3,0
5060,"High",994,28.42,30,2,10,1,1
5061,"High",514,18.89,2,11,0,5,0
5062,"Low",199,92.32,6,10,3,1,0
5063,"Low",67,57,25,1,8,4,0
5064,"High",1247,19.15,24,3,10,3,0
5065,"Low",1260,38,5,4,4,5,0
5066,"Low",951,64.75,1,5,0,4,0
5067,"Low",1610,97.94,3,11,8,5,0
5068,"Low",541,23.17,25,11,6,1,1
5069,"High",166,30.5,7,5,7,5,0
5070,"Low",505,30.51,27,5,10,2,1
5071,"Low",1825,93.53,25,11,1,0,1
5072,"Low",1017,43.83,30,11,8,2,1
5073,"High",412,49.03,22,3,1,0,0
5074,"High",1259,39.06,8,9,1,2,0
5075,"Low",748,92.34,3,0,6,3,0
5076,"Low",41,65.61,21,6,4,1,0
5077,"High",333,77.9,17,7,1,3,0
5078,"Low",532,5.46,18,3,3,1,0
5079,"High",711,62.05,27,10,8,0,1
5080,"High",1307,58.83,10,1,1,4,0
5081,"Low",383,83.39,4,5,1,3,0
5082,"Low",556,74.63,20,1,2,5,0
5083,"Low",946,7.7,6,5,3,0,0
5084,"Low",549,99.64,25,7,9,3,1
5085,"High",107,16.97,22,10,1,2,0
5086,"Low",459,97.39,10,5,10,5,0
5087,"High",1157,10.61,26,0,10,1,0
5088,"High",465,65.01,23,8,6,1,0
5089,"Low",860,66.88,11,6,7,5,0
5090,"Low",1715,25.13,18,11,3,2,0
5091,"Low",1628,44.47,10,8,7,1,0
5092,"High",1597,51.2,25,10,7,2,1
5093,"High",884,1.79,24,0,6,1,0
5094,"High",1281,43.56,19,5,4,2,0
5095,"High",906,74.99,16,7,3,3,0
5096,"High",486,3.76,18,3,5,2,0
5097,"High",1587,38.45,1,5,8,2,0
5098,"Low",10,40.07,20,10,9,3,0
5099,"Low",1270,72.53,11,2,2,5,0
5100,"High",1049,17.48,22,10,2,1,0
5101,"Low",199,47.34,19,8,9,5,0
5102,"Low",1506,62.33,15,1,4,3,0
5103,"Low",1638,68.94,14,0,1,5,0
5104,"High",929,24,22,4,0,1,0
5105,"High",641,20.21,28,0,0,5,0
5106,"Low",1185,89.79,3,6,0,2,0
5107,"High",1133,62.87,6,6,6,1,0
5108,"Low",661,9.27,24,9,10,1,1
5109,"Low",1043,42.93,4,10,6,0,0
5110,"High",19,40.12,1,3,0,4,0
5111,"High",940,59.64,21,7,5,2,0
5112,"High",1058,10.95,30,0,10,4,0
5113,"High",1665,88.33,23,3,3,0,0
5114,"Low",817,4.59,11,1,5,1,0
5115,"Low",1284,32.41,9,3,5,0,0
5116,"High",1733,67.55,25,8,4,5,0
5117,"Low",1247,72.83,1,8,0,3,0
5118,"Low",182,39.42,18,9,3,2,0
5119,"High",1014,97.13,8,1,3,2,0
5120,"Low",657,59.16,20,5,6,3,0
5121,"Low",82,84.73,15,1,3,2,0
5122,"Low",189,49.49,28,0,0,2,0
5123,"High",34,14.83,4,0,1,0,0
5124,"High",218,23.52,29,4,2,3,0
5125,"Low",520,77.33,10,8,3,0,0
5126,"Low",1313,23.83,3,8,5,5,0
5127,"High",1167,28.04,2,1,4,2,0
5128,"Low",1136,53.5,7,11,0,3,0
5129,"Low",723,70.76,26,10,5,5,1
5130,"Low",1220,27.54,4,5,2,3,0
5131,"High",159,48.93,2,8,10,2,0
5132,"High",1752,90.21,8,0,5,0,0
5133,"Low",52,67.34,11,8,8,2,0
5134,"High",1442,97.33,27,3,2,0,0
5135,"Low",1543,45.2,5,9,3,0,0
5136,"Low",1746,32.55,8,3,4,3,0
5137,"Low",61,59.22,8,3,7,2,0
5138,"High",1441,96.79,20,1,9,0,0
5139,"Low",64,61.52,12,7,5,5,0
5140,"High",394,21.92,4,10,10,2,0
5141,"High",1394,61.96,29,2,8,1,1
5142,"Low",64,47.92,20,4,1,4,0
5143,"Low",1563,40.93,10,1,6,5,0
5144,"Low",1128,90.98,6,3,7,4,0
5145,"High",599,33.48,15,8,6,2,0
5146,"High",527,25.52,20,2,4,5,0
5147,"High",1538,62.21,8,5,7,0,0
5148,"High",408,96.92,10,1,8,4,0
5149,"High",494,75.3,18,1,6,2,0
5150,"Low",574,38.49,29,11,1,1,1
5151,"High",795,8.59,12,7,0,5,0
5152,"High",1500,13.59,11,4,3,3,0
5153,"Low",1457,75.91,16,7,6,1,0
5154,"High",132,1.71,16,8,7,3,0
5155,"High",1744,62.03,23,8,0,5,0
5156,"High",1728,40.95,10,2,9,5,0
5157,"High",627,91.08,4,11,5,1,0
5158,"High",594,95.77,2,1,5,4,0
5159,"Low",998,29.29,30,10,7,1,1
5160,"High",1192,64.02,27,8,2,2,0
5161,"High",678,13.78,13,2,3,1,0
5162,"Low",109,26.5,17,5,7,4,0
5163,"High",266,23.03,8,6,7,4,0
5164,"Low",419,87.78,3,10,10,3,0
5165,"High",1825,79.78,15,3,4,5,0
5166,"Low",1130,56.62,16,3,9,3,0
5167,"High",936,76.34,23,3,6,4,0
5168,"High",68,71.45,14,0,0,0,0
5169,"High",226,69.68,6,0,2,3,0
5170,"Low",1753,57.77,18,11,0,5,0
5171,"High",1516,62.85,3,10,5,4,0
5172,"High",1801,56.98,16,2,4,5,0
5173,"Low",891,85.23,30,9,0,4,1
5174,"High",397,6.27,28,1,2,2,0
5175,"High",1369,41.92,9,11,3,3,0
5176,"High",1359,45.01,18,3,4,1,0
5177,"Low",1364,25.55,19,8,5,0,0
5178,"High",514,86.57,13,2,9,3,0
5179,"High",774,48.75,25,2,0,1,0
5180,"High",290,53.88,18,10,9,4,0
5181,"Low",1435,4.98,26,0,5,3,1
5182,"High",204,80.34,12,6,5,4,0
5183,"High",330,27.95,13,1,9,2,0
5184,"Low",124,92.17,22,0,10,3,0
5185,"Low",1323,8.38,14,6,2,1,0
5186,"Low",772,12.39,6,2,8,2,0
5187,"Low",140,81.21,30,1,8,1,0
5188,"High",613,57.16,3,8,1,2,0
5189,"High",1230,90.98,27,3,7,0,0
5190,"High",896,75,29,8,3,2,0
5191,"Low",1144,77.97,25,5,8,3,1
5192,"High",1216,43.08,23,1,4,0,0
5193,"High",500,31.92,7,2,3,1,0
5194,"High",229,2.01,23,5,10,0,0
5195,"Low",381,11.09,14,3,3,1,0
5196,"Low",1678,93.93,26,9,10,1,1
5197,"High",421,21.3,21,3,1,0,0
5198,"High",544,99.94,28,11,6,5,1
5199,"Low",961,93.29,9,6,3,5,0
5200,"High",352,31.92,15,3,1,4,0
5201,"Low",716,10.89,6,6,1,1,0
5202,"High",666,51.58,22,7,7,5,0
5203,"Low",865,57.08,7,9,9,4,0
5204,"Low",849,8.23,2,10,5,4,0
5205,"High",953,37.05,28,0,3,0,0
5206,"Low",1098,12.22,21,8,5,3,0
5207,"High",787,32.99,12,10,3,5,0
5208,"High",400,4.63,12,0,9,3,0
5209,"High",58,77.72,11,6,9,4,0
5210,"High",801,24.91,21,3,10,2,0
5211,"High",1811,99.92,8,11,5,2,0
5212,"Low",1444,32.48,14,8,1,1,0
5213,"Low",404,46.85,25,11,4,2,1
5214,"Low",840,58.56,10,10,9,0,0
5215,"Low",419,10.84,23,0,4,1,0
5216,"High",1288,93.65,4,1,8,3,0
5217,"High",1118,37.54,1,2,5,5,0
5218,"Low",1291,87.92,17,10,4,1,0
5219,"Low",271,34.62,30,7,10,5,1
5220,"Low",1767,12.71,30,10,3,2,1
5221,"Low",1218,75.24,16,3,4,1,0
5222,"Low",1556,38.93,29,11,9,4,1
5223,"High",1758,44.77,13,1,5,1,0
5224,"Low",222,59.97,22,6,1,5,0
5225,"High",1697,1.72,16,3,9,5,0
5226,"High",1657,34.42,22,7,5,1,0
5227,"High",747,41.5,19,2,6,4,0
5228,"High",1247,15.26,22,3,2,2,0
5229,"High",811,85.89,5,6,0,1,0
5230,"Low",907,13.68,19,4,1,2,0
5231,"Low",1209,65.33,6,6,0,3,0
5232,"Low",557,14.94,8,1,1,5,0
5233,"High",147,40.29,19,0,6,1,0
5234,"Low",627,50.71,8,2,0,2,0
5235,"High",1258,4.18,12,0,3,2,0
5236,"Low",951,88.99,12,11,10,5,0
5237,"Low",880,75.8,19,3,0,4,0
5238,"High",233,44.34,10,3,8,3,0
5239,"Low",847,99.52,13,7,6,0,0
5240,"Low",884,29.06,1,3,2,2,0
5241,"High",844,91.77,3,0,4,0,0
5242,"Low",1642,82.02,4,11,10,5,0
5243,"High",785,29.32,2,11,8,3,0
5244,"High",1238,24.52,24,0,1,4,0
5245,"Low",502,15.89,24,8,7,0,1
5246,"High",268,34.71,21,8,3,2,0
5247,"High",544,0.44,24,8,5,2,0
5248,"High",1107,83.69,26,11,9,4,1
5249,"Low",1331,33.71,16,11,2,5,0
5250,"High",255,28.86,24,0,0,0,0
5251,"Low",225,20.81,14,9,3,3,0
5252,"Low",503,64,4,1,9,0,0
5253,"Low",1124,32.08,13,8,7,1,0
5254,"High",1676,97.73,12,4,10,1,0
5255,"High",1,83.07,8,4,7,1,0
5256,"Low",754,27.18,10,0,4,4,0
5257,"Low",472,85.44,15,7,2,5,0
5258,"Low",740,4.53,14,8,0,1,0
5259,"Low",1401,3.11,14,11,2,4,0
5260,"High",614,61.33,27,11,3,0,0
5261,"Low",1039,51.42,16,3,8,5,0
5262,"High",650,3.92,1,3,4,2,0
5263,"High",674,71.71,16,9,6,1,0
5264,"Low",472,90.06,3,11,10,3,0
5265,"High",1158,34.78,6,1,2,3,0
5266,"High",1515,26.46,10,0,2,2,0
5267,"Low",492,58.11,27,4,8,1,1
5268,"High",1327,17.77,4,10,7,2,0
5269,"Low",1178,93.98,15,11,3,2,0
5270,"High",988,26.05,19,4,10,1,0
5271,"Low",1655,53.37,12,10,6,4,0
5272,"Low",1255,93.42,12,10,3,5,0
5273,"Low",1,27.16,11,4,1,0,0
5274,"High",791,51.82,21,11,2,3,0
5275,"Low",623,58.91,16,5,0,1,0
5276,"High",572,54.48,22,1,6,4,0
5277,"Low",376,63.98,19,11,6,1,0
5278,"Low",1543,62.95,25,0,10,1,1
5279,"Low",701,48.12,14,9,4,3,0
5280,"Low",903,78.42,5,10,5,3,0
5281,"Low",1387,83.39,4,10,9,2,0
5282,"High",886,50.79,27,10,7,3,0
5283,"Low",1600,42.87,18,1,1,1,0
5284,"Low",766,18.13,23,4,7,1,0
5285,"Low",1608,53.18,15,7,0,4,0
5286,"Low",375,66.59,12,6,0,2,0
5287,"High",1585,7.02,12,11,5,2,0
5288,"Low",191,86.85,30,0,5,4,0
5289,"Low",624,33.57,2,0,6,4,0
5290,"High",583,41.11,7,11,6,5,0
5291,"Low",52,77.64,21,9,3,4,0
5292,"Low",750,8.31,5,8,0,4,0
5293,"Low",1108,54.4,18,8,8,3,0
5294,"High",464,72.44,8,10,7,1,0
5295,"Low",511,85.62,1,9,5,0,0
5296,"High",232,84.28,24,11,3,2,0
5297,"High",595,81.22,15,2,6,1,0
5298,"High",1541,83.07,17,0,8,1,0
5299,"High",191,57.78,23,2,7,3,0
5300,"High",775,29.42,5,0,4,0,0
5301,"Low",781,6.21,24,11,10,5,1
5302,"High",332,55.62,29,4,2,4,0
5303,"High",1683,84.74,28,0,10,1,1
5304,"Low",1290,69.82,6,9,9,0,0
5305,"High",30,69.73,4,0,2,2,0
5306,"High",1357,84.64,5,10,8,0,0
5307,"High",642,82.11,24,1,8,0,0
5308,"Low",1297,3.22,4,10,7,3,0
5309,"High",402,64.12,18,5,7,5,0
5310,"High",1636,22.55,30,9,2,0,1
5311,"Low",1478,73.02,13,10,8,5,0
5312,"High",1038,27.56,10,8,10,4,0
5313,"High",124,31.76,5,11,5,2,0
5314,"Low",525,15.99,22,10,7,3,1
5315,"Low",1458,22.89,24,0,8,0,1
5316,"Low",578,6.3,10,10,9,0,0
5317,"High",166,54.69,9,9,1,4,0
5318,"Low",232,83.53,23,2,2,2,0
5319,"Low",398,26.78,25,5,6,4,0
5320,"Low",870,80.85,17,8,2,4,0
5321,"High",215,16.26,21,7,0,1,0
5322,"High",1171,21.89,5,5,4,2,0
5323,"Low",1668,72.18,29,4,0,0,1
5324,"Low",916,47.41,26,4,7,2,1
5325,"High",360,38.71,22,1,2,2,0
5326,"Low",124,8.18,9,10,0,5,0
5327,"Low",698,29.73,9,7,9,5,0
5328,"High",594,88.9,26,4,10,4,0
5329,"High",1596,13.74,7,5,7,5,0
5330,"Low",906,73.8,27,4,5,1,1
5331,"High",39,82.53,1,8,6,5,0
5332,"Low",1343,97.05,12,2,6,4,0
5333,"High",1075,15.32,28,0,7,4,0
5334,"High",725,51.58,5,11,0,5,0
5335,"Low",1635,97.68,30,11,4,4,1
5336,"Low",403,35.41,8,10,9,1,0
5337,"High",1010,64.92,22,9,10,4,0
5338,"High",1237,29.44,19,11,8,1,0
5339,"High",309,99.88,1,9,1,5,0
5340,"Low",1273,78.61,12,0,3,1,0
5341,"High",1049,49.98,13,5,1,2,0
5342,"High",335,90.01,2,6,3,5,0
5343,"High",1083,38.82,9,1,8,3,0
5344,"Low",675,93.73,25,6,6,1,1
5345,"High",275,85.64,20,1,1,3,0
5346,"High",735,64.91,7,10,9,4,0
5347,"High",493,91.49,30,2,0,3,0
5348,"Low",374,24.11,19,3,6,5,0
5349,"Low",1316,32.48,5,4,0,1,0
5350,"High",1004,40.43,18,8,0,4,0
5351,"High",678,29.69,5,7,2,1,0
5352,"Low",703,92.55,13,11,9,5,0
5353,"High",368,85.86,27,8,4,4,0
5354,"Low",1304,1.35,3,11,8,5,0
5355,"Low",95,87.43,12,1,9,3,0
5356,"High",451,48.75,14,7,10,2,0
5357,"High",1722,53.12,24,5,10,1,0
5358,"Low",1087,0.02,14,7,8,1,0
5359,"High",1154,10.32,21,4,1,4,0
5360,"Low",1590,30.34,26,5,3,5,1
5361,"High",1522,51.6,25,2,1,0,0
5362,"High",608,6.55,15,4,2,0,0
5363,"High",1341,6.33,6,5,10,0,0
5364,"High",530,17.38,8,5,7,1,0
5365,"High",1645,20.33,30,5,2,2,1
5366,"Low",1209,0.52,8,0,7,0,0
5367,"Low",1446,56.28,13,1,0,1,0
5368,"Low",1592,20.31,5,8,1,4,0
5369,"Low",1307,98.93,28,5,6,4,1
5370,"Low",643,14.54,14,0,8,4,0
5371,"Low",691,79.47,30,8,7,2,1
5372,"Low",469,61.49,8,7,7,5,0
5373,"Low",1661,39.4,3,1,3,4,0
5374,"Low",1078,98.94,1,8,5,3,0
5375,"High",1255,52.54,25,7,8,4,1
5376,"High",1740,27.22,16,9,0,2,0
5377,"Low",299,65.16,11,1,8,3,0
5378,"Low",696,4.04,8,7,6,1,0
5379,"Low",1358,12.43,15,3,2,1,0
5380,"Low",572,32.68,12,7,10,5,0
5381,"High",689,20.05,20,2,7,4,0
5382,"High",1529,31.39,1,3,0,4,0
5383,"High",1030,54.21,10,8,4,0,0
5384,"High",1187,91.91,8,1,8,5,0
5385,"Low",1547,63.59,28,7,10,0,1
5386,"Low",1528,49.36,22,3,1,2,0
5387,"High",1018,0.64,12,8,0,3,0
5388,"Low",983,17.91,19,6,7,4,0
5389,"High",1090,86.48,2,5,6,4,0
5390,"High",196,9.09,12,10,9,3,0
5391,"Low",1726,18.51,6,0,5,4,0
5392,"Low",184,99.34,14,11,4,5,0
5393,"High",76,38,4,5,5,2,0
5394,"Low",1403,73.83,23,2,1,2,0
5395,"High",1500,30.42,29,11,9,5,1
5396,"High",1093,88.4,6,1,6,4,0
5397,"High",1507,71.32,10,7,5,2,0
5398,"Low",345,35.67,27,0,9,0,1
5399,"High",820,24.88,26,5,8,5,0
5400,"High",1362,27.3,13,6,9,0,0
5401,"High",1747,35.08,16,10,9,2,0
5402,"High",626,52.06,26,10,4,4,0
5403,"High",1085,84.34,13,11,0,5,0
5404,"Low",1617,67.02,29,6,10,1,1
5405,"Low",923,36.04,15,10,6,2,0
5406,"Low",1767,2.28,13,7,5,0,0
5407,"High",1568,88.44,20,10,4,1,0
5408,"Low",158,10.95,3,1,10,0,0
5409,"Low",802,30.39,4,9,6,3,0
5410,"Low",1193,88.56,16,8,0,4,0
5411,"High",229,81.79,4,1,8,4,0
5412,"Low",403,80.63,28,5,7,2,1
5413,"High",145,53.27,13,0,6,4,0
5414,"Low",1610,16.5,30,10,4,0,1
5415,"High",179,44.84,1,9,0,2,0
5416,"Low",1823,30.97,27,9,9,0,1
5417,"Low",1755,22.77,26,7,7,0,1
5418,"Low",116,44.67,23,8,2,4,0
5419,"Low",1166,59.18,5,8,5,5,0
5420,"High",1593,43.96,10,4,10,0,0
5421,"High",654,75.12,29,7,2,2,0
5422,"Low",114,69.84,30,2,7,5,0
5423,"High",1135,34.91,17,11,10,5,0
5424,"High",1174,78.38,17,0,6,0,0
5425,"Low",168,91.11,1,10,1,4,0
5426,"High",770,25.77,1,4,8,4,0
5427,"Low",1420,67.65,2,2,2,1,0
5428,"High",1700,38.24,8,8,10,2,0
5429,"Low",1149,47.66,27,9,3,2,1
5430,"High",179,75.31,22,1,6,1,0
5431,"High",535,59.65,17,6,3,1,0
5432,"High",1479,6.61,20,1,9,0,0
5433,"Low",1340,33.83,8,9,9,5,0
5434,"Low",621,50.91,6,3,5,4,0
5435,"Low",249,24.87,19,9,0,1,0
5436,"High",999,13.19,20,3,5,1,0
5437,"High",612,15.52,23,7,10,1,0
5438,"High",597,91.28,14,7,9,2,0
5439,"High",652,14.72,26,6,3,2,0
5440,"High",629,77.97,8,2,1,5,0
5441,"High",1346,3.76,7,9,1,5,0
5442,"High",1177,92.17,14,0,4,1,0
5443,"Low",1701,9.66,21,7,10,0,1
5444,"High",1737,4.67,6,5,8,2,0
5445,"Low",1159,70.58,28,5,1,4,1
5446,"High",1502,64.97,29,7,2,5,1
5447,"Low",825,28.51,20,4,10,3,0
5448,"High",1239,19.45,28,1,9,5,1
5449,"High",498,52.56,20,8,4,0,0
5450,"High",1371,34.55,8,3,8,0,0
5451,"Low",1444,30.41,9,8,8,1,0
5452,"High",524,11.04,8,2,1,1,0
5453,"Low",1283,30.13,28,4,6,5,1
5454,"High",1468,93.65,20,0,6,2,0
5455,"High",1301,20.65,4,6,10,1,0
5456,"High",513,20.36,6,7,5,2,0
5457,"Low",1579,74.42,19,0,1,4,0
5458,"Low",247,17.64,1,9,10,1,0
5459,"High",242,29.66,28,1,3,1,0
5460,"Low",509,99.71,4,5,10,2,0
5461,"Low",519,17.39,8,4,7,1,0
5462,"Low",815,43.39,10,1,9,1,0
5463,"High",1442,71.07,25,8,6,3,0
5464,"Low",691,99.54,13,3,10,5,0
5465,"Low",435,45.47,20,3,3,2,0
5466,"Low",86,57.83,23,6,5,2,0
5467,"Low",258,93.8,12,9,1,4,0
5468,"High",366,72.97,16,4,9,3,0
5469,"Low",1629,22.02,20,4,6,0,0
5470,"Low",436,69.46,26,1,0,0,0
5471,"Low",983,78.97,11,1,10,0,0
5472,"Low",1500,6.58,23,5,3,4,0
5473,"Low",1720,56.52,22,0,0,3,0
5474,"Low",1793,16.58,5,6,4,3,0
5475,"Low",349,37.88,2,8,8,1,0
5476,"High",249,55.56,4,11,1,2,0
5477,"Low",1334,0.82,3,9,2,5,0
5478,"Low",1363,60.92,28,0,9,4,1
5479,"High",223,3.99,6,8,9,5,0
5480,"High",742,51.74,26,3,2,5,0
5481,"Low",627,39.09,26,9,8,1,1
5482,"High",924,66.57,11,1,8,4,0
5483,"High",1661,74.98,19,4,0,3,0
5484,"Low",579,44.38,25,6,4,2,0
5485,"High",1603,66.3,25,7,5,2,0
5486,"Low",1174,26.56,1,0,1,0,0
5487,"Low",1177,15.59,29,8,10,4,1
5488,"Low",875,90.71,12,6,5,2,0
5489,"Low",361,40.28,3,1,10,1,0
5490,"Low",1316,27.98,18,4,5,4,0
5491,"Low",285,17.82,25,8,2,3,0
5492,"High",1414,15.96,19,5,1,0,0
5493,"High",1597,14.16,19,6,7,3,0
5494,"Low",1393,50.24,9,8,2,2,0
5495,"Low",1071,13.05,6,1,7,4,0
5496,"Low",1307,58.1,25,11,4,5,1
5497,"High",891,71.11,7,5,10,2,0
5498,"High",738,23.44,22,9,9,5,0
5499,"High",531,47.85,20,5,4,5,0
5500,"High",1266,74.42,17,6,0,5,0
5501,"Low",111,84.77,8,2,2,2,0
5502,"High",956,43.7,2,7,9,3,0
5503,"High",1442,84.9,18,2,10,0,0
5504,"Low",1359,97.99,9,8,7,1,0
5505,"Low",922,18.61,26,1,9,2,1
5506,"Low",10,1.82,3,7,6,0,0
5507,"High",1587,72.95,2,10,10,0,0
5508,"Low",433,15.98,16,5,8,2,0
5509,"High",997,56.71,3,1,4,0,0
5510,"High",339,94.01,2,4,5,1,0
5511,"Low",985,41.29,4,0,1,4,0
5512,"High",1551,64.66,9,7,2,5,0
5513,"Low",1170,94.6,18,1,8,5,0
5514,"Low",1542,96.29,30,9,6,2,1
5515,"Low",1565,96.34,8,1,4,3,0
5516,"High",1392,76.21,9,10,0,0,0
5517,"Low",409,23.59,5,4,2,0,0
5518,"High",1097,60,23,9,4,2,0
5519,"High",515,54.4,6,8,6,3,0
5520,"High",1684,11.37,2,8,3,0,0
5521,"High",1175,60.43,13,11,3,4,0
5522,"Low",1217,44.42,15,4,0,0,0
5523,"Low",490,78.6,23,4,6,0,0
5524,"Low",1758,89.74,24,11,0,0,1
5525,"Low",1553,61.85,14,6,5,5,0
5526,"Low",1176,10.5,16,3,9,2,0
5527,"Low",763,68.51,23,10,5,1,1
5528,"Low",1720,7.33,13,1,9,5,0
5529,"Low",1442,58.47,11,4,6,0,0
5530,"Low",650,45.28,17,2,7,3,0
5531,"Low",1046,39.49,19,2,8,1,0
5532,"High",907,11.73,26,9,2,2,0
5533,"High",1666,79.57,1,8,2,0,0
5534,"High",707,53.08,6,1,3,3,0
5535,"High",311,86.13,24,9,10,0,0
5536,"Low",573,48.16,1,0,10,5,0
5537,"Low",373,79.5,10,0,9,1,0
5538,"High",173,99.89,24,7,1,2,0
5539,"Low",1052,46.54,30,9,5,5,1
5540,"Low",637,21.77,18,10,8,4,0
5541,"High",1339,83.87,11,4,9,0,0
5542,"Low",1279,87.99,20,4,7,4,0
5543,"Low",1291,56.17,6,0,9,3,0
5544,"Low",967,13.95,6,5,7,2,0
5545,"High",1559,24.65,6,10,10,3,0
5546,"Low",1441,68.7,26,1,5,0,1
5547,"High",1735,81.54,13,10,4,1,0
5548,"High",988,57.9,15,9,8,0,0
5549,"High",1816,75.37,22,1,3,4,0
5550,"High",1571,11.54,23,3,7,5,0
5551,"Low",1464,70.48,9,3,2,0,0
5552,"Low",143,51.1,13,1,9,2,0
5553,"Low",118,59.81,10,2,8,0,0
5554,"High",1333,83.25,10,4,10,1,0
5555,"High",1345,92.44,8,3,10,1,0
5556,"High",953,37,8,11,4,0,0
5557,"High",28,77.01,20,7,6,3,0
5558,"Low",1180,86.73,20,9,6,4,0
5559,"High",1256,92.83,11,10,9,3,0
5560,"High",1039,91.34,13,9,5,1,0
5561,"Low",871,30.98,8,10,5,0,0
5562,"Low",194,33.42,24,8,1,4,0
5563,"High",221,22.5,20,1,2,3,0
5564,"High",623,93.99,26,1,4,2,0
5565,"High",319,34.58,20,3,7,3,0
5566,"High",715,63.11,2,3,5,1,0
5567,"Low",1793,21.66,19,1,2,5,0
5568,"Low",1233,96.89,26,1,0,4,0
5569,"Low",324,75.49,11,3,1,0,0
5570,"Low",667,67.45,3,0,9,2,0
5571,"Low",732,12.28,15,10,7,4,0
5572,"High",679,93.66,11,0,2,3,0
5573,"Low",1306,82.36,1,7,0,0,0
5574,"Low",1543,29.23,8,5,9,4,0
5575,"Low",251,75.72,30,10,3,1,1
5576,"High",1346,20.89,14,6,8,0,0
5577,"High",879,59.43,26,3,5,4,0
5578,"High",437,43.59,18,7,8,0,0
5579,"High",1278,34.95,24,8,8,0,0
5580,"High",547,0.11,10,0,0,2,0
5581,"Low",1032,8.06,30,5,7,3,1
5582,"Low",1142,10.81,30,5,3,1,1
5583,"High",28,44.59,8,8,4,0,0
5584,"Low",313,59.91,8,3,4,3,0
5585,"High",297,23.69,15,7,5,1,0
5586,"High",1500,75.95,2,7,3,2,0
5587,"Low",1318,51.59,25,2,2,1,0
5588,"Low",1572,60.32,20,3,0,1,0
5589,"High",1154,26.67,20,7,9,4,0
5590,"Low",1616,75.55,30,2,8,1,1
5591,"Low",1299,46.56,22,2,3,0,0
5592,"High",1641,1.61,4,1,1,2,0
5593,"Low",717,28.04,12,1,10,3,0
5594,"Low",1606,54.43,25,4,7,5,1
5595,"Low",879,38.07,14,4,9,1,0
5596,"High",674,49.81,16,9,8,5,0
5597,"High",111,30.24,23,9,1,4,0
5598,"High",333,21.55,18,6,6,0,0
5599,"Low",1820,95.06,15,9,4,4,0
5600,"Low",25,58.55,25,2,1,2,0
5601,"High",778,7.28,21,7,4,5,0
5602,"High",318,39.64,1,11,1,3,0
5603,"High",1175,98.72,2,5,7,1,0
5604,"High",1531,56.67,4,10,9,3,0
5605,"High",237,62.2,10,9,8,1,0
5606,"High",47,79.21,15,1,3,2,0
5607,"High",816,6.1,15,7,7,5,0
5608,"Low",247,82.31,16,5,10,3,0
5609,"High",1178,3.23,22,1,1,0,0
5610,"Low",373,23.94,1,4,10,1,0
5611,"Low",496,14.2,21,7,8,1,0
5612,"Low",1686,88.25,21,11,9,2,1
5613,"Low",607,2.77,17,5,4,1,0
5614,"High",236,1.3,22,2,1,2,0
5615,"High",1719,47.72,6,9,7,3,0
